id,name,city,state,postal_code,email
408,Tulsa  OK 74107,Tulsa,OK,74107,
409,Western Colorado 81416,Delta,CO,81416,
410,Wichita (KS) 67219,Wichita,KS,67219,
411,Wilmington 28429,Castle Hayne,NC,28429,
412,"York Springs, PA 17372",York Springs,PA,17372,
413,High Point (NC),High Point,NC,27263,mgr-HighPoint@iaai.com
414,Dream Rides,Dream Rides,IL,0,
415,Electric Vehicle Auctions (IL),Electric Vehicle Auctions,IL,1111,
416,Sayreville (NJ),Sayreville,NJ,8872,mgr-Sayreville@iaai.com
417,"St Cloud, 56367",RICE,MN,56367,
418,Fort Wayne (IN) 46806,Fort Wayne,IN,46806,mgr-FortWayne@iaai.com
419,Indianapolis South (IN),Crothersville,IN,47229,mgr-IndianapolisSouth@iaai.com
420,"Sioux Falls Offsite, 57039",LENNOX,SD,57039,
421,Sioux Falls 57039,Lennox,SD,57039,
422,LENNOX SD (57039),LENNOX,SD,57039,
423,Fort Worth North (TX) 76247,JUSTIN,TX,76247,
424,"Minneapolis South, 55065",Minneapolis,MN,55065,mgr-MinneapolisSouth@iaai.com
425,MONTICELLO 12701,MONTICELLO,NY,12701,
426,Bridgeport PA 19405,Bridgeport,PA,19405,Mgr-Bridgeport@iaai.com
427,Port Murray,"Port Murray,",NJ,7865,mgr-Port_Murray@iaai.com
428,"Austin North, 76527",Florence,TX,76527,mgr-AustinNorth@iaai.com
429,West Palm Beach (FL)33411,Jupiter,FL,33411,
430,Kansas City 66111,Kansas City,KS,66111,
431,Colorado Springs CO,Colorado Springs,CO,80925,
432,San Antonio 78211,San Antonio,TX,78211,
433,San Antonio-South 78224,San Antonio,TX,78224,
434,Houston-North (TX),Houston,TX,77032,Mgr-HoustonNorth@iaai.com
435,Houston North (TX),Houston North,TX,0,Mgr-HoustonNorth@iaai.com
436,Staten Island NY,Long Island,NY,11763,
437,"CASPER, WY 82604 #2",CASPER,WY,0,
438,COLUMBIA SC 29053 #2,GASTON,SC,0,
439,CRASHEDTOYS ATLANTA 30344 #2,EAST POINT,GA,0,
440,Long Island (NY),Medford,NY,11763,
441,Long Island (NY) #2,Long Island,NY,11763,
442,"CRASHEDTOYS EAST BETHEL, MN 55011 #2",EAST BETHEL,MN,0,
443,"DALLAS, TX 75051 #2",GRAND PRAIRIE,TX,0,
444,"DENVER SOUTH, CO 80125 #2",LITTLETON,CO,0,
445,DENVER/Brighton 80603,BRIGHTON,CO,0,
446,HAMMOND 46320 #2,HAMMOND,IN,0,
447,Portland South OR,Portland South,OR,97071,
448,Spokane 99224,Spokane Valley,WA,99216,
449,Templeton,Templeton,MA,1468,
450,Anaheim Consolidated,Anaheim,CA,92806,mgr-California@iaai.com
451,High Desert 92345,Hesperia,CA,92345,
452,Phoenix AZ,Phoenix,AZ,85041,
453,San Diego 92154,San Diego,CA,92154,
454,Santa Clarita 91387,Santa Clarita,CA,91387,
455,Seattle 98108,Puyallup,WA,98374,
456,Stockton CA,Stockton CA,CA,95205,
457,Tucson 85714,Tucson,AZ,85714,
458,HAYWARD 94545 #2,HAYWARD,CA,0,
459,HONOLULU (KAPOLEI) 96707 #2,KAPOLEI,HI,0,
460,FAYETTEVILLE 72753 #2,PRAIRIE GROVE,AR,0,jordan.nase@copart.com
461,ANTELOPE 95843 #2,ANTELOPE,CA,0,michael.sprifke@copart.com
462,FRESNO 93725 #2,FRESNO,CA,0,ana.deleon@copart.com
463,HAYWARD - DESERT VIEW #2,HAYWARD,CA,0,allie.palmer@copart.com
464,"CRASHEDTOYS SACRAMENTO, CA 95828 #2",SACRAMENTO,CA,0,anthony.jones@copart.com
465,CO - Denver South,LITTLETON,CO,0,eric.schleeter@copart.com
466,"DENVER CENTRAL, CO 80229 #2",DENVER,CO,0,eric.schleeter@copart.com
467,ATLANTA EAST 30052 #2,LOGANVILLE,GA,0,tiffany.todd@copart.com
468,ATLANTA NORTH 30507 #2,GAINESVILLE,GA,0,eric.smart@copart.com
469,ATLANTA SOUTH 30294 #2,ELLENWOOD,GA,0,sara.germani@copart.com
470,CARTERSVILLE 30120 #2,CARTERSVILLE,GA,0,ryan.olenick@copart.com
471,BOISE 83651 #2,NAMPA,ID,0,alyssa.guerrero@copart.com
472,CHICAGO SOUTH 60411 #2,CHICAGO HEIGHTS,IL,0,miguel.ayala@copart.com
473,"CICERO, IN 46034 #2",Cicero,IN,0,britney.parker@copart.com
474,FORT WAYNE 46803 #2,FORT WAYNE,IN,0,allison.terhune@copart.com
475,BATON ROUGE 70739 #2,GREENWELL SPRINGS,LA,0,christopher.pourciau@copart.com
476,BALTIMORE 21048 #2,FINKSBURG,MD,0,kali.oneal@copart.com
477,DETROIT 48183 #2,WOODHAVEN,MI,0,logan.kilbride@copart.com
478,FLINT 48423 #2,Davison,MI,0,jonathan.kingen@copart.com
479,CRASHEDTOYS MINNEAPOLIS 55434 #2,BLAINE,MN,0,kari.bicha@copart.com
480,HELENA 59601 #2,HELENA,MT,0,kaitlyn.monroe@copart.com
481,ALBUQUERQUE 87105 #2,ALBUQUERQU E,NM,0,vicki.garcia@copart.com
482,ALBANY 12205 #2,ALBANY,NY,0,brian.constantino@copart.com
483,"BUFFALO, NY 14006 #2",ANGOLA,NY,0,tim.bennett@copart.com
484,CONCORD NC (28025 ) #2,CONCORD,NC,0,hilda.rebollar@copart.com
485,CLEVELAND EAST 44067 #2,NORTHFIELD,OH,0,caleb.kellogg@copart.com
486,COLUMBUS 43207 #2,COLUMBUS,OH,0,chris.brown@copart.com
487,"DAYTON, OH 45439 #2",Moraine,OH,0,benjamin.hardin@copart.com
488,EUGENE 97402 #2,EUGENE,OR,0,tyler.dschaak@copart.com
489,ALTOONA 15931 #2,EBENSBURG,PA,0,anita.eckenrode@copart.com
490,HARRISBURG 17028 #2,GRANTVILLE,PA,0,alex.ciambrone@copart.com
491,"EXETER, RI 02822",EXETER,RI,2822,joshua.gaudette@copart.com
492,COLUMBIA MO 65201 #2,COLUMBIA,MO,0,terra.russell@copart.com
493,"ANDREWS, TX 79714 #2",ANDREWS,TX,0,james.smith5@copart.com
494,"AUSTIN, TX 78130 #2",NEW BRAUNFELS,TX,0,stefanie.loera@copart.com
495,"CORPUS CHRISTI, TX 78405 #2",CORPUS CHRISTI,TX,0,bob.ocanas@copart.com
496,DALLAS SOUTH 75172 #2,WILMER,TX,0,george.bailey@copart.com
497,"EL PASO, TX 79821 #2",Anthony,TX,0,ignacio.elizondo@copart.com
498,"FT. WORTH, TX 76052",HASLET,TX,0,jeremy.hensley@copart.com
499,HOUSTON 77073 #2,HOUSTON,TX,0,jesse.perez@copart.com
500,FREDERICKSBURG (VA) 22408 #2,FREDERICKSB URG,VA,0,frederick.stephenson@copart.com
501,"HAMPTON,VA 23666 #2",HAMPTON,VA,0,ryan.alequin@copart.com
502,GRAHAM 98338 #2,GRAHAM,WA,0,robert.foehl@copart.com
503,"APPLETON, WI 54914 #2",APPLETON,WI,0,nana.oseibempong@copart.com
504,DOTHAN 36352 #2,NEWTON,AL,0,crystal.watson@copart.com
505,IA - CRASHEDTOYS ELDRIDGE #2,ELDRIDGE,IA,0,
506,JACKSONVILLE EAST 32209 #2,JACKSONVILLE,FL,0,
507,JACKSONVILLE WEST 32220 #2,JACKSONVILLE,FL,0,
508,MADISON 53718 #2,MADISON,WI,0,
509,MILWAUKEE 53110,CUDAHY,WI,0,
510,MINNEAPOLIS 55421 #2,BLAINE,Minnes ota,0,
511,ORLANDO (FL) 32822 #2,ORLANDO,FL,0,
512,PITTSBURGH EAST (PA) 15611 #2,ADAMSBURG,PA,0,
513,"ABILENE, TX 79601 #2",ABILENE,TX,0,danielle.stewart@copart.com
514,PUNTA GORDA (FL) 33982 #2,PUNTA GORDA,FL,0,
515,SACRAMENTO (CA) 95828 #2,SACRAMENTO,CA,0,
516,SALT LAKE CITY (UT) 84054,NORTH SALT LAKE,UT,0,
517,PHOENIX (AZ) 85043,PHOENIX,AZ,0,eduardo.quevedo@copart.com
518,LONG BEACH (CA) 90744 #2,WILMINGTON,CA,0,robert.zepeda@copart.com
519,LOS ANGELES 90001 #2,LOS ANGELES,CA,0,jaime.valdivia@copart.com
520,MARTINEZ 94553,MARTINEZ,CA,0,kelly.steele@copart.com
521,RANCHO CUCAMONGA (CA) 91739 #2,RANCHO CUCAMONGA,CA,0,jesus.vaca@copart.com
522,REDDING (CA) 96007 #2,ANDERSON,CA,0,juan.ramirez@copart.com
523,SAN BERNARDINO (CA) 92324 #2,COLTON,CA,0,lawrence.chen@copart.com
524,SAN JOSE (CA) 95046 #2,SAN MARTIN,CA,0,mary.volz@copart.com
525,JACKSONVILLE NORTH 32218 #2,JACKSONVILLE,FL,0,robert.meacham@copart.com
526,MIAMI CENTRAL 33167 #2,MIAMI,FL,0,julio.feliz@copart.com
527,MIAMI SOUTH 33032 #2,HOMESTEAD,FL,0,michael.santos@copart.com
528,OCALA 34482 #2,OCALA,FL,0,ryan.zbikowski@copart.com
529,ORLANDO NORTH (FL) #2,APOPKA,FL,0,mohammed.albalawi@copart.com
530,MACON (GA) 31008 #2,BYRON,GA,0,brandy.allen@copart.com
531,PEORIA (IL) 61554 #2,PEKIN,IL,0,marcus.shipe@copart.com
532,INDIANAPOLIS 46254 #2,INDIANAPOLIS,IN,0,patrick.harrison@copart.com
533,KANSAS CITY 66111 #2,KANSAS CITY,KS,0,erin.pinzon@copart.com
534,LEXINGTON EAST 40509 #2,LEXINGTON,KY,0,james.morgan@copart.com
535,LEXINGTON WEST 40342 #2,LAWRENCEBU RG,KY,0,joyce.middleton@copart.com
536,NEW ORLEANS 70129 #2,NEW ORLEANS,LA,0,adam.kennedy@copart.com
537,KINCHELOE (MI) 49788 #2,KINCHELOE,MI,0,jonathan.kingen@copart.com
538,LANSING 48917 #2,LANSING,MI,0,juan.pena1@copart.com
539,LINCOLN 68366 #2,GREENWOOD,NE,0,glenn.shipman@copart.com
540,LAS VEGAS 89115,LAS VEGAS,NV,0,luke.johnson@copart.com
541,RENO (NV) 89506 #2,RENO,NV,0,jeremy.stratton@copart.com
542,NEWBURGH/Marlbo ro 12542 #2,MARLBORO,NY,0,mike.cassata@copart.com
543,ROCHESTER (NY) 14482 #2,LEROY,NY,0,scott.mccumiskey@copart.com
544,"LUMBERTON, NC 28360 #2",LUMBERTON,NC,0,lindsay.coats@copart.com
545,"MOCKSVILLE, NC 27028 #2",MOCKSVILLE,NC,0,seth.arey@copart.com
546,RALEIGH (NC) 28334 #2,DUNN,NC,0,anthony.morris3@copart.com
547,PORTLAND NORTH (OR) 97218 #2,PORTLAND,OR,0,carrie.preisinger@copart.com
548,PORTLAND SOUTH (OR) 97071 #2,WOODBURN,OR,0,andrew.stolzman@copart.com
549,PHILADELPHIA (PA) 18073 #2,PENNSBURG,PA,0,edward.davidheiser@copart.com
550,PITTSBURGH NORTH (PA) 16117 #2,ELLWOOD CITY,PA,0,terri.dambra@copart.com
551,PITTSBURGH SOUTH (PA) 15122 #2,WEST MIFFLIN,PA,0,william.shay@copart.com
552,"PITTSBURGH WEST, (PA) 15122 #2",WEST MIFFLIN,PA,0,william.shay@copart.com
553,NORTH CHARLESTON (SC) 29448,HARLEYVILLE,SC,0,lyndsey.mizell@copart.com
554,MEMPHIS 38118 #2,MEMPHIS,TN,0,christina.beesley@copart.com
555,NASHVILLE 37090 #2,LEBANON,TN,0,colin.brand@copart.com
556,"LONGVIEW, TX 75603 #2",LONGVIEW,TX,0,jeffrey.king@copart.com
557,"MCALLEN, TX 78570 #2",MERCEDES,TX,0,david.landon@copart.com
558,SAN ANTONIO (TX) 78224 #2,SAN ANTONIO,TX,0,gina.campos@copart.com
559,OGDEN UT #2,FARR WEST,UT,0,luke.johnson@copart.com
560,RICHMOND (VA) 23150 #2,SANDSTON,VA,0,gerald.faries@copart.com
561,"RICHMOND EAST, VA 23030 #2",CHARLES CITY,VA,0,gerald.faries@copart.com
562,PASCO (WA) 99301 #2,PASCO,WA,0,chuck.penney@copart.com
563,MONTGOMERY 36116 #2,MONTGOMERY,AL,0,eric.leon@copart.com
564,SO SACRAMENTO 95828 #2,SACRAMENTO,CA,0,
565,SPRINGFIELD (MO) 65742 #2,ROGERSVILLE,MO,0,
566,WASHINGTON (DC) 20602 #2,WALDORF,MD,0,
567,ANCHORAGE 99501 #2,ANCHORAGE,AK,0,alan.deile@copart.com
568,LITTLE ROCK 72032 #2,CONWAY,AR,0,brian.anible@copart.com
569,SUN VALLEY (CA) 91352 #2,SUN VALLEY,CA,0,alfonso.argott@copart.com
570,VALLEJO (CA) 94590 #2,VALLEJO,CA,0,sione.latuhoi@copart.com
571,VAN NUYS (CA) 91405,VAN NUYS,CA,0,luis.ramirez@copart.com
572,"COLORADO SPRINGS, CO #2",COLORADO SPRINGS,CO,0,samantha.crane@copart.com
573,SEAFORD (DE) 19973 #2,SEAFORD,DE,0,samantha.harrell@copart.com
574,MIAMI NORTH 33054 #2,opa locka,FL,0,duanle.garcia@copart.com
575,ORLANDO SOUTH (FL) #2,ORLANDO,FL,0,daniel.sullivan@copart.com
576,TALLAHASSEE (FL) 32343 #2,MIDWAY,FL,0,garrett.wolff@copart.com
577,TAMPA SOUTH (FL) 33578 #2,RIVERVIEW,FL,0,james.holtmann@copart.com
578,WEST PALM BEACH (FL) 33411 #2,WEST PALM BEACH,FL,0,kevin.arroyave@copart.com
579,ATLANTA WEST 30168 #2,AUSTELL,GA,0,renato.parris@copart.com
580,SAVANNAH (GA) 31405 #2,SAVANNAH,GA,0,allen.stewart@copart.com
581,TIFTON (GA) 31794 #2,TIFTON,GA,0,melanie.johnson1@copart.com
582,CHICAGO NORTH 60120 #2,ELGIN,IL,0,matt.fogleson@copart.com
583,SOUTHERN ILLINOIS (IL) 62207 #2,ALORTON,IL,0,michael.tovar@copart.com
584,WHEELING (IL) 60090 #2,WHEELING,IL,0,keaston.bonnell@copart.com
585,DES MOINES 50317 #2,DES MOINES,IA,0,jackie.wallin@copart.com
586,WICHITA (KS) 67216 #2,WICHITA,KS,0,ryan.barill@copart.com
587,WALTON (KY) 41094 #2,WALTON,KY,0,holly.sawyers@copart.com
588,SHREVEPORT (LA) 71109 #2,SHREVEPORT,LA,0,jeff.stuart@copart.com
589,BALTIMORE EAST 21225 #2,BALTIMORE,MARYL AND,0,michael.dolak@copart.com
590,"IONIA, MI 48875 #2",PORTLAND,MI,0,dawn.stinson@copart.com
591,ST. CLOUD (MN) 56310 #2,AVON,MN,0,michelle.polaski@copart.com
592,JACKSON 39073 #2,FLORENCE,MS,0,charles.payne@copart.com
593,SIKESTON (MO) 63801 #2,SIKESTON,MO,0,debbie.fisher@copart.com
594,ST. LOUIS (MO) 63044 #2,BRIDGETON,MO,0,jaelyn.stringer@copart.com
595,BILLINGS 59103 #2,BILLINGS,MT,0,jason.hamrick@copart.com
596,LONG ISLAND 11719,BROOKHAVEN,NY,0,austyn.parker@copart.com
597,CHINA GROVE 28023 #2,CHINA GROVE,NC,0,rafael.pla@copart.com
598,MEBANE 27302 #2,MEBANE,NC,0,hector.hernandez@copart.com
599,CLEVELAND WEST 44028 #2,COLUMBIA STATION,OH,0,helene.sellman@copart.com
600,OKLAHOMA CITY 73129 #2,OKLAHOMA CITY,OK,0,austin.hampton@copart.com
601,TULSA (OK) 74107 #2,TULSA,OK,0,rachel.fashing@copart.com
602,CHAMBERSBURG 17201 #2,CHAMBERSBU RG,PA,0,adam.goshorn@copart.com
603,PHILADELPHIA EAST (PA) 18914 #2,CHALFONT,PA,0,krista.nicholson@copart.com
604,YORK HAVEN (PA) 17370 #2,YORK HAVEN,PA,0,jeffrey.micklitsch@copart.com
605,SPARTANBURG (SC) 29301 #2,SPARTANBUR G,South Carolin a,0,robert.colton@copart.com
606,WACO (TX) 76501 #2,TEMPLE,TX,0,jessica.clark@copart.com
607,BIRMINGHAM 35023 #2,HUEYTOWN,AL,0,doug.cooper@copart.com
608,MOBILE 36613 #2,EIGHT MILE,AL,0,mark.bond@copart.com
609,TANNER (AL) 35671 #2,TANNER,AL,0,zachary.atchley@copart.com
610,TUCSON AZ) 85706 #2,TUCSON,AZ,0,cesar.villegas@copart.com
611,BAKERSFIELD 93307 #2,BAKERSFIELD,CA,0,jose.avila@copart.com
612,MENTONE (CA) 92359 #2,MENTONE,CA,0,elizabeth.carrillo@copart.com
613,SAN DIEGO (CA) 92154 #2,SAN DIEGO,CA,0,christopher.porter@copart.com
614,SO SACRAMENTO (CA) 95828,SACRAMENTO,CA,0,donald.hillyard@copart.com
615,SCRANTON (PA) 18642 #2,DURYEA,PA,0,jamie.miley@copart.com
616,KNOXVILLE 37354 #2,MADISONVILLE,TN,0,eddie.tredinnick@copart.com
617,"AMARILLO, TX 79118 #2",AMARILLO,TX,0,chris.alford@copart.com
618,CRASHEDTOYS DALLAS #2,DALLAS,TX,0,matt.richards@copart.com
619,"LUFKIN, TX 75904 #2",LUFKIN,TX,0,joshua.gardner@copart.com
620,SALT LAKE CITY (UT) 84044 #2,7320 WEST,UT,0,brady.guay@copart.com
621,DANVILLE 24531 #2,CHATHAM,VA,0,wendy.farris@copart.com
622,NORTH SEATTLE 98223 #2,ARLINGTON,WA,0,harold.reynolds@copart.com
623,SPOKANE (WA) 99001 #2,AIRWAY HEIGHTS,WA,0,devin.malpasuto@copart.com
624,CHARLESTON/Hurri cane 25526 #2,HURRICANE,WV,0,brandi.evans@copart.com
625,LOUISVILLE 40272 #2,LOUISVILLE,KY,0,colleen.huff@copart.com
626,Akron,Barberton,OH,44203,
627,DAVENPORT,ELDRIDGE,IA,0,amanda.raschke@copart.com
628,SYRACUSE (NY) 13036 (CENTRAL SQUARE),CENTRAL SQUARE,NY,0,nathan.caralla@copart.com
629,BARBERTON (OH) 44203,BARBERTON,OH,44203,edward.davidheiser@copart.com
630,FORT PIERCE 34946,FORT PIERCE,FL,0,renita.fulger@copart.com
631,MINNEAPOLIS NORTH 55304 #2,HAM LAKE,MN,0,kayla.teeselink@copart.com
632,HAM LAKE (MN),MINNEAPOLIS NORTH,MN,55434,
633,EARLINGTON 42410,EARLINGTON,KY,42410,
634,EARLINGTON KY,EARLINGTON,KY,42410,
635,GASTON (SC),COLUMBIA,SC,29053,
636,TAMPA SOUTH (FL),TAMPA SOUTH,FL,33440,
637,RIVERVIEW FL,TAMPA SOUTH,FL,33440,
638,CHALFONT PA,PHILADELPHIA EAST,PA,18914,
639,ALBUQUERQUE NM,ALBUQUERQUE,NM,87105,
640,DALLAS TX,DALLAS,TX,75247,
641,BRIDGETON MO,ST. LOUIS,MO,63044,
642,Philadelphia East sublot PA,Philadelphia East,PA,18914,
643,Amarillo (TX) 79118 #2,Amarillo,TX,79118,
644,Bridgeport PA 19405 #2,Bridgeport,PA,19405,
645,Dallas/Ft. Worth 75050,Grand Prairie,TX,75050,
646,Fayetteville 72744,Lincoln,AR,72744,
647,Long Island 11763,Medford,NY,11763,
648,Metro DC 20613 #2,Brandywine,MD,20613,
649,Minneapolis/St. Paul 55117,Maplewood,MN,55117,
650,Phoenix 85041,Phoenix,AZ,85041,
651,Portland West 97217,Portland,OR,97217,
652,Rosedale 21237,Rosedale,MD,21237,
653,St. Louis 62232,CASEYVILLE,Illinois,62232,
654,"Templeton, MA 01468",Templeton,MA,1468,
655,Tusla OK 74107,Tulsa,OK,74107,
656,Indianapolis South IN,Indianapolis South,IN,47229,mgr-IndianapolisSouth@iaai.com
657,"Sioux Falls Offsite, 57039 #2",Lennox,SD,57039,
658,High Point NC,High Point,NC,27263,
659,Manheim Souther California,Fontana,CA,92337,
660,MANHEIM NEW ENGLAND #2,North Dighton,MA,2780,david.carlucci@coxautoinc.com
661,Manheim Nevada,Las Vegas,NV,89165,brian.walker@coxautoinc.com
662,Savannah Terminal,Savannah,GA,31415,logisticstauto@gmail.com
663,Manheim Pennsylvania,Manheim,PA,17545,joey.hughes@coxautoinc.com
664,Phoenix,Tolleson,AZ,85353,emily.decker@coxautoinc.com
665,ADESA Oregon,Eugene,OR,97402,ContactNorthwest@adesa.com
666,WEST PALM BEACH,Jupiter,FL,33478,logisticstauto@gmail.com
667,Sewell Lexus of Fort Worth,Fort Worth,TX,76132,
668,Miami terminal,Miami,FL,33004,
669,Manheim Fredericksburg,Fredericksburg,VA,22406,ssvcars@gmail.com
670,New York,NJ,NJ,1111,kristinaklp@gmail.com
671,Orlando North FL,Orlando-North,FL,32773,
672,DAVENPORT #2,ELDRIDGE,IA,52748,amanda.raschke@copart.com
673,Long Island (NY) #3,BROOKHAVEN,NY,11719,austyn.parker@copart.com
674,Windham #2,Windham,ME,4062,austyn.parker@copart.com
675,COPART HEIGHTS SUBLOT,Chicago Heights,IL,60411,Miguel Ayala
676,Rice Court Yard,Medford,New York,11763,Mgr-LongIsland@iaai.com
677,Staten Island SUBLOT,Staten Island,NY,10314,Mgr-LongIsland@iaai.com
678,Dallasft Worth TX,Dallasft Worth,TX,75050,
679,St. Louis (IL),CASEYVILLE,Illinois,62232,
680,Orlando South,Orlando,Florida,11111,ssvcars@gmail.com
681,Mercedes-Benz of South Orlando,ORLANDO,FL,32839,INFO@mercedesbenzsouthorlando.com/
682,"TAUNTON OFFSITE, MA 01569",518 HAZEL ST UXBRIDGE,MA,1569,mgr-taunton@iaai.com
683,"Las Vegas West, 6600 AUCTION LANE",Las Vegas,Nevada,89165,michelle.mcclellan@copart.com
684,REC RIDES Online Exclusive TX,San Antonio,San Antonio-South (TX ) branch 11275 S ZARZAMORA ST,78224,Mgr-SanAntonioSouth@iaai.com
685,Peconic AVE 21 LONG ISLAND,MEDFORD,NY,11763,Mgr-LongIsland@iaai.com
686,COPART NEWBURGH,NEWBURGH,18 ROUTE 17K NEWBURGH NY 12550,12550,mike.cassata@copart.com
687,NEWBURGH SUBLOT / 18 ROUTE 17K NEWBURGH NY 12550,NEWBURGH,NY,12550,mike.cassata@copart.com
688,1908 bowsprit drive Fort Collins Colorado 80524,Fort Collins,Colorado,80524,kristinaklp@gmail.com
689,DENVER,BRIGHTON,CO,80603,
690,Copart Fort Worth,West Haslet,Texas,76052,jeremy.hensley@copart.com
691,"Seattle, WA 98119",Seattle,WA,98119,kristinaklp@gmail.com
692,Manheim Ohio,Columbus,Ohio,43207,43207
693,Minneapolis/St. Paul (MN),Saint Paul,MN,55117,Mgr-Minn-StPaul@iaai.com
694,Minneapolisst Paul MN,Maplewood,MN,55117,
695,YD335 - Thonotosassa,THONOTOSASSA,12511 U.S. 301 THONOTOSASSA FL 33592,33592,james.holtmann@copart.com
696,Port Murray #2,Port Murray,NJ,7865,mgr-Port_Murray@iaai.com
697,Manheim Daytona Beach,Daytona Beach,FL,32124,dealerservices.dade@coxautoinc.com
698,Manheim California,Anaheim,CA,92807,chad.ruffin@coxautoinc.com
699,Manheim El Paso,El Paso,TX,79932,jd.guerrero@coxautoinc.com
700,Manheim Nashville,Mount Juliet,TN,37122,Steve.Robinson@coxautoinc.com
701,Manheim Denver,Aurora,CO,80011,ray.priest@coxautoinc.com
702,511 - Montgomery,Montgomery,"325 IL-31 S MONTGOMERY, IL, 60538",60538,Mgr-Chicago-West@iaai.com
703,"3424 11th Ave W, Seattle, WA 98119",Sattle,WA,98119,kristinaklp@gmail.com
704,Manheim Orlando,Ocoee,FL,34761,jennifer.woodson@coxautoinc.com
705,"San Antonio, TX",San Antonio,TX,11111,kristinaklp@gmail.com
706,Manheim San Francisco,Hayward,CA,94544,greg.beck@coxautoinc.com
707,Manheim Harrisonburg,Harrisonburg,VA,22802,kristinaklp@gmail.com
708,Manheim Baltimore,Elkridge,MD,21075,chad.spearman@coxautoinc.com
709,Manheim Palm Beach,West Palm Beach,FL,33411,robert.zakaib@coxautoinc.com
710,Dallas/Ft Worth (TX),Grand Prairie,"TX4226 E. Main St. Grand Prairie, TX 75050",75050,Mgr-IgniteDFW@iaai.com
711,Manheim Darlington,DARLINGTON,SC,12345,kristinaklp@gmail.com
712,Manheim Tampa,Tampa,Florida,12335,kristinaklp@gmail.com
713,Manheim Jacksonville,Jacksonville,FL,32219,
714,Manheim Ohio #2,ohio,ohio,12345,kristinaklp@gmail.com
715,CAT Orlando Boggy Creek Rd,Orlando,"9801 BOGGY CREEK RD ORLANDO, FL, 32824",32824,Mgr-Orlando@iaai.com
716,Manheim Riverside,Riverside,CA,92504,chris.brown3@coxautoinc.com
717,Manheim St. Pete,ST. PETE,us,12345,kristinaklp@gmail.com
718,Manheim North Carolina,Kenly,NC,27542,stephen.twelkemeier@coxautoinc.com
719,Manheim Chicago,Chicago,IL,12345,kristinaklp@gmail.com
720,Manheim Philadelphia,Philadelphia,US,12345,kristinaklp@gmail.com
721,100 JOHNSON STREET STATEN ISLAND NY 10309,Staten Island,NY,10309,STATEN ISLAND SUBLOT
722,Staten Island SUBLOT #2,Staten Island,100 JOHNSON STREET STATEN ISLAND NY 10309,10309,logisticstauto@gmail.com
723,Tulsa (OK),Tulsa,"5311 W. 46th St. Tulsa, OK 74107",74107,Mgr-Tulsa@iaai.com
724,Manheim New Jersey,NJ,NJ,12345,kristinaklp@gmail.com
725,Manheim Texas Hobby,Hobby,Texas,12345,kristinaklp@gmail.com
726,Manheim Pensacola,Pensacola,Pensacola,12345,kristinaklp@gmail.com
727,Manheim Willmington,Willmington,North Carolina,12345,kristinaklp@gmail.com
728,Vermillion,VERMILION,"North Ford Lot 8149 W. ERIE VERMILION, OH, 44089",44089,mgr-clevelandwest@iaai.com
729,Manheim Fort Lauderdale,Fort Lauderdale,Florida,12345,kristinaklp@gmail.com
730,"TRENTON, NJ Sublot Coplay",Coplay,3216 SAND SPRING ROAD COPLAY PA 18037,18037,jeri.priolo@copart.com
731,Dallas ft Worth TX,Dallas ft. worth,TX,75050,
732,Fort Worth,HASLET,TX,76052,jeremy.hensley@copart.com
733,LAS VEGAS NV,LAS VEGAS,NV,89115,luke.johnson@copart.com
734,Manheim Central Florida,Florida,Florida,12345,kristinaklp@gmail.com
735,Sample St Offsite,South Bend,IN,46619,kristinaklp@gmail.com
736,MANHEIM DALLAS,Dallas,TX,75236,rich.curtis@coxautoinc.com
737,COPART - HAM LAKE SUB LOT,Ham Lake,329 BUNKER LAKE BLVD HAM LAKE MN 55304,55304,kayla.teeselink@copart.com
738,Manheim Statesville,fl,fl,12345,kristinaklp@gmail.com
739,Manheim Minneapolis,us,us,12345,kristinaklp@gmail.com
740,"SC-COLUMBIA SUBLOT, 120 PINE PLAIN  GASTON SC 29053",GASTON,SC,29053,kristinaklp@gmail.com
741,MANHEIM ATLANTA,College park,GA,30349,doug.kramer@coxautoinc.com
742,Manheim Omaha,Omaha,NE,68138,lincoln.hansen@coxautoinc.com
743,San Antonio-South (TX ) branch,"11275 S ZARZAMORA ST SAN ANTONIO, TX, 78224",Texas,78224,Mgr-SanAntonioSouth@iaai.com
744,Manheim Milwaukee,ml,ml,12345,kristinaklp@gmail.com
745,Manheim Cleveland,cleveland,cleveland,1245,kristinaklp@gmail.com
746,Houston East #2,Houston,TX,12345,james.kawa@copart.com
747,North Charleston,Harleyville,SC,29448,gmyard197@copart.com
748,Manheim Charlotte,Concord,NC,28027,amanda.savage@coxautoinc.com
749,Manheim Baltimore-Washington,Baltimore,WA,12345,kristinaklp@gmail.com
750,White Plains Sublot,White Plains,4570 FOXTAIL PLACE White Plains MD 20695,20695,kristinaklp@gmail.com
751,Wayland MI,Wayland,MI,49348,
752,Wayland MI #2,WAYLAND,MI,49348,
753,Manheim Metro NY,ny,NY,12345,kristinaklp@gmail.com
754,Manheim Oceanside,Oceanside,CA,33327,kristinaklp@gmail.com
755,DOTHAN 36352 #3,NEWTON,AL,36352,crystal.watson@copart.com
756,CA - Adelanto,Adelanto,CA,92301,paola.ruedaflores@copart.com
757,MARTINEZ 94553 #2,MARTINEZ,CA,94553,kelly.steele@copart.com
