id,location,city,state,postal_code,savannah,nj,houston,miami,chicago,email,type_id,losangeles
272,Avenel New Jersey 07001,Avenel,NJ,7001,0,195,0,0,0,"",2,0
273,Baltimore 21226,Baltimore,MD,21226,0,325,0,0,0,"",2,0
274,Baton Rouge 70754,Livingston,LA,70754,450,0,370,0,0,"",2,0
275,Billings (MT) 59101,Billings,MT,59101,1700,1400,1400,1600,1200,"",2,0
276,Birmingham 35022,Bessemer,AL,35022,400,0,550,0,0,"",2,0
277,Boise 83605,Meridian,ID,83642,1800,1400,1050,0,950,"",2,0
278,Boston - Shirley (MA) 01464,Shirley,MA,1464,0,380,0,0,0,"",2,0
279,Bowling Green (KY) 42101,Bowling Green,KY,42101,0,600,0,0,400,"",2,0
280,Buckhannon 26201,Buckhannon,WV,26201,0,550,0,0,600,"",2,0
281,Buffalo 14207,buffalo,NY,14207,0,500,0,0,0,"",2,0
282,Burlington 05451,Essex,VT,5451,0,515,0,0,0,"",2,0
283,Casper,Casper,WY,82601,0,1400,0,0,950,"",2,0
284,Central New Jersey 07751,Morganville,NJ,7751,0,185,0,0,0,"",2,0
285,Charleston 29470,Ravenel,SC,29470,275,0,0,420,0,"",2,0
286,Charlotte 28206,Charlotte,NC,28206,350,550,0,415,0,"",2,0
287,Chattanooga 37404,Chattanooga,TN,37404,450,0,0,575,0,"",2,0
289,Chicago-South 60428,Markham,IL,60428,0,600,0,0,175,"",2,0
290,Cincinnati 45069,West Chester,OH,45069,0,550,0,0,390,"",2,0
291,Cincinnati-South 45102,Amelia,OH,45102,0,550,0,0,390,"",2,0
292,Clearwater 33760,Clearwater,FL,33760,350,0,0,275,0,"",2,0
293,Cleveland 44053,Lorain,OH,44053,0,510,0,0,0,"",2,0
294,"Columbia, SC 29209",Columbia,SC,29209,255,500,0,450,0,"",2,0
295,Concord 28025,Concord,NC,28025,350,475,0,0,0,"",2,0
297,"Culpeper, VA 22701",Culpeper,VA,22701,0,380,0,0,0,"",2,0
299,Davenport 52802,Davenport,IA,52802,0,625,0,0,350,"",2,0
300,Dayton 45427,Dayton,OH,45417,0,500,0,0,375,"",2,0
301,Denver 80221,Denver,CO,80221,0,780,680,0,0,"",2,0
302,Denver East (CO) 80022,Commerce City,CO,80022,0,780,700,0,0,"",2,0
303,Des Moines 50069,De Soto,IA,50069,0,600,0,0,475,"",2,0
304,Dothan 36345,Headland,AL,36345,390,0,0,0,0,"",2,0
305,Dundalk (MD) 21222,Dundalk,MD,21222,0,355,0,0,0,"",2,0
306,El Paso 79927,El Paso,TX,79927,0,0,515,690,0,"",2,0
307,Elkton (MD) 21921,Elkton,MD,21921,0,275,0,0,0,"",2,0
308,Erie 16416,Garland,PA,16416,0,500,0,0,500,"",2,0
310,Fargo 58102,Fargo,ND,58102,0,1175,0,0,1035,"",2,0
311,Flint MI 48507,Flint,MI,48507,0,525,0,0,425,"",2,0
312,Fort Myers (FL) 33903,Fort Myers,FL,33913,350,0,0,285,0,"",2,0
313,"Fort Pierce, FL 34945",Fort Pierce,FL,34945,415,900,900,0,1300,"",2,0
314,Fredericksgburg South 22408,Fredericksburg,VA,22408,650,490,1000,0,700,"",2,0
315,Grand Rapids 49315,Byron Center,MI,49315,0,550,0,0,480,"",2,0
316,Greenville 29681,Simpsonville,SC,29681,290,525,0,0,0,"",2,0
317,Grenada (MS) 38901,Grenada,MS,38901,450,600,500,0,0,"",2,0
320,Akron-Canton 44663,New Philadelphia,OH,44663,650,490,1000,0,450,"",2,0
323,Chicago-West 60505,Aurora,IL,60505,0,550,0,0,200,"",2,0
327,Columbus OH 43123,Grove City,OH,43123,500,450,0,0,0,"",2,0
328,Detroit 48111,Belleville,MI,48111,0,550,0,700,450,"",2,0
329,Englishtown (NJ) 07726,Englishtown,NJ,7726,800,200,0,0,0,"",2,0
330,Greensboro 27253,Graham,NC,27253,350,450,0,450,0,"",2,0
331,Atlanta North 30101,Acworth,GA,30101,325,0,0,375,0,"",2,0
296,Corpus Christi 78405,Corpus Christi,TX,78405,800,0,300,650,0,"",2,0
265,Albuquerque 87105,Albuquerque,NM,87105,1050,0,0,950,0,"",2,0
263,ACE - Perris (CA) 92571,Perris,CA,92571,1250,1400,0,1250,0,"",2,225
267,Amarillo (TX) 79118,Amarillo,TX,79118,900,0,0,720,0,Mgr-Amarillo@iaai.com,2,0
309,Eugene 97402,Eugene,OR,97402,0,1600,0,0,1400,"",2,650
288,Chicago-North 60118,East Dundee,IL,60118,550,550,0,0,175,"",2,0
321,Anaheim 92806,Anaheim,CA,92806,1400,1450,0,1350,0,"",2,175
262,ACE - Carson (CA) 90248,Carson,CA,90248,1400,0,0,1250,0,"",2,175
319,East Bay 94565,Bay Point,CA,94565,1600,1600,0,1550,0,"",2,390
322,Colton (CA) 92324,Colton,CA,92324,1450,1450,0,1450,0,"",2,200
324,Fontana 92335,Fontana,CA,92335,1450,1450,0,1450,0,"",2,210
318,Fremont 94538,Fremont,CA,94538,1600,1600,1000,1550,1400,"",2,390
325,Fresno 93705,Fresno,CA,93705,1600,1600,0,1550,0,"",2,300
332,Atlanta East 30680,Winder,GA,30680,300,0,0,375,0,"",2,0
333,Dallas 75172,Wilmer,TX,75172,670,0,275,525,0,"",2,0
334,Austin 78616,Dale,TX,78616,800,0,0,600,0,"",2,0
336,Atlanta 30052,Loganville,GA,30052,315,0,0,375,0,"",2,0
337,Gulf Coast (MS) 39562,Moss Point,MS,39562,450,0,525,500,0,"",2,0
338,Hartford 06088,East Windsor,CT,6088,0,290,0,0,0,"",2,0
339,Hartford-South 06457,Middletown,CT,6457,0,315,0,0,0,"",2,0
340,Honolulu (Kailua- Kona Hawaii island) 96707,Kailua-Kona Hawaii island,HI,0,5500,5500,5500,5500,5500,"",2,0
341,Honolulu (Kapolei Oahu island) 96707,Kapolei Oahu island,HI,96707,5500,5500,5500,5500,5500,"",2,0
342,Honolulu (Lihue Kauai island) 96707,Lihue Kauai island,HI,0,5500,5550,3950,5500,5500,"",2,0
343,Honolulu (Maui Maui Island) 96707,Maui Maui Island,HI,0,5500,5500,5500,5500,5500,"",2,0
344,Huntsville 35613,Athens,AL,35613,400,0,0,500,0,"",2,0
345,Indianapolis 46217,Indianapolis,IN,46217,0,550,0,0,250,"",2,0
346,Jackson 39272,Byram,MS,39272,450,0,450,500,0,"",2,0
347,Jacksonville 32218,Jacksonville,FL,32218,285,0,0,260,0,"",2,0
348,Knoxville 37914,Knoxville,TN,37914,400,0,0,500,0,"",2,0
349,Lafayette (LA) 70507,Lafayette,LA,70507,450,0,325,500,0,"",2,0
351,Laurel 20707,Laurel,MD,20707,0,335,0,0,0,"",2,0
352,Lexington (SC) 29073,Lexington,SC,29073,345,550,0,0,0,"",2,0
353,Lincoln 62656,Lincoln,IL,62656,0,590,0,0,275,"",2,0
354,Little Rock 72142,Scott,AR,72142,500,0,450,0,0,"",2,0
355,LIVINGSTON (LA) 70754,LIVINGSTON,LA,70754,450,0,350,0,0,"",2,0
357,Louisville (KY) 40165,Shepherdsville,KY,40165,500,550,0,0,400,"",2,0
358,Louisville North (KY),Eminence,KY,40019,500,550,0,0,400,"",2,0
359,"Lubbock, TX 79415",Lubbock,TX,79415,0,0,450,680,0,"",2,0
360,Macon (GA) 31217,Macon,GA,31217,315,0,0,380,0,"",2,0
361,Manchester 03079,Salem,NH,3079,0,370,0,0,0,"",2,0
362,Memphis 38118,Memphis,TN,38118,490,0,0,560,0,"",2,0
363,Miami 33054,Opa Locka,FL,33054,350,0,0,125,0,"",2,0
364,Miami-North 33332,fort lauderdale,FL,33332,350,0,0,125,0,"",2,0
365,Milwaukee 53089,Sussex,WI,53089,0,650,0,0,275,"",2,0
367,Missoula 59802,Missoula,MT,59808,0,1400,1400,1800,1350,"",2,0
368,Nashville 37218,Nashville,TN,37218,435,0,0,575,0,"",2,0
369,New Castle 19720,New Castle,DE,19720,0,325,0,0,0,"",2,0
370,New Orleans 70433,Covington,LA,70433,460,0,370,0,0,"",2,0
371,New Orleans East 70126,New Orleans,LA,70126,460,0,370,0,0,"",2,0
372,Newburgh 12575,Rock Tavern,NY,12575,0,270,0,0,0,"",2,0
373,Northern New Jersey 07008,Carteret,NJ,7008,0,200,0,0,0,"",2,0
374,Northern Virginia 22406,Fredericksburg,VA,22406,0,400,0,0,0,"",2,0
375,Oklahoma City 73121,Oklahoma City,OK,73121,800,800,400,600,0,"",2,0
376,Omaha 68059,Springfield,NE,68059,0,650,0,0,0,"",2,0
377,Orlando 32824,Orlando,FL,32824,325,0,0,225,0,"",2,0
378,Orlando-North 32773,Sanford,FL,32773,325,0,0,225,0,"",2,0
379,Paducah 42002,Paducah,KY,42002,325,0,0,225,0,"",2,0
380,Pensacola 32583,Milton,FL,32583,410,0,0,370,0,"",2,0
381,Permian Basin 79764,Odessa,TX,79764,0,0,410,900,0,"",2,0
382,Philadelphia 19428,Conshohocken,PA,19428,0,240,0,0,0,"",2,0
383,Philadelphia East 19136,Philadelphia,PA,19136,0,275,0,0,0,"",2,0
384,Pittsburgh 15001,Aliquippa,PA,15001,0,450,0,0,0,"",2,0
385,Pittsburgh-North 15044,Gibsonia,PA,15044,0,450,0,0,0,"",2,0
386,Portage (WI) 53901,Portage,WI,53901,0,715,0,0,400,"",2,0
387,Portland - Gorham (ME),Gorham,ME,4038,0,450,0,0,0,"",2,0
390,Providence (RI) 02915,Riverside,RI,2915,0,395,0,0,0,"",2,0
392,Raleigh 27520,Clayton,NC,27520,295,460,0,0,0,"",2,0
394,Roanoke (VA) 24122,Montvale,VA,24122,0,465,0,0,0,"",2,0
395,Rosedale  21237,Rosedale,MD,21237,0,315,0,0,0,"",2,0
401,Pulaski 24301,Pulaski,VA,24301,480,460,0,0,0,"",2,0
402,McAllen (TX) - 78537,Donna,TX,78537,680,0,0,600,0,"",2,0
403,Houston South 77583,Rosharon,TX,77583,650,0,150,500,0,"",2,0
404,Houston 77038,Houston,TX,77038,650,750,150,480,0,"",2,0
405,Rochester 14416,Bergen,NY,14416,850,400,0,0,0,"",2,0
396,Sacramento 95742,Rancho Cordova,CA,95742,1650,1600,0,1450,0,"",2,390
398,Los Angeles 90248,Gardena,CA,90248,1300,1300,0,1250,0,"",2,175
356,Los Angeles South (CA) 90744,Wilmington,CA,90744,1400,0,0,1350,0,"",2,175
335,Atlanta South 30260,Lake City,GA,30260,325,0,0,375,0,"",2,0
399,North Hollywood 91605,North Hollywood,CA,91605,1300,1300,0,1250,0,"",2,250
350,Las Vegas 89011,Henderson,NV,89011,0,0,900,1000,0,"",2,350
388,Portland 97230,Portland,OR,97230,0,1400,1250,0,995,"",2,650
391,Puyallup 98374,Puyallup,WA,98374,1650,1650,0,0,0,"",2,750
393,Reno 89434,Mccarran,NV,89434,0,1480,1400,1700,0,"",2,500
400,Riverside (CA) 92509,RIVERSIDE,CA,92509,1375,0,0,1300,0,"",2,225
397,Salt Lake City 84401,Ogden,UT,84401,0,1400,0,0,900,"",2,575
406,Houston-North 77032,Houston,TX,77032,650,0,150,500,0,"",2,0
407,Richmond 23005,Ashland,VA,23005,500,375,0,0,0,"",2,0
409,Metro DC 20613,Metro Dc MD,MD,20613,0,315,0,0,0,"",2,0
410,Longview 75605,Longview,TX,75605,650,0,310,560,0,"",2,0
413,Savannah 31326,Rincon,GA,31326,105,0,0,315,0,"",2,0
414,Scranton 18640,Pittston,PA,18640,0,300,0,0,0,"",2,0
416,Shady Spring 25918,Shady Spring,WV,25918,0,530,0,0,550,"",2,0
417,Shreveport (LA),Greenwood,LA,71033,480,0,335,0,0,"",2,0
418,South Bend 46619,South Bend,IN,46619,0,560,0,0,300,"",2,0
419,Southern New Jersey 08012,Turnersville,NJ,8012,0,250,0,0,0,"",2,0
420,Specialty Division IL,Wheeling,IL,60090,0,550,0,0,250,"",2,0
422,Springfield 65803,Springfield,MO,65803,625,675,630,0,450,"",2,0
424,Suffolk (VA) 23434,Suffolk,VA,23434,0,375,0,0,0,"",2,0
425,Syracuse 13039,Cicero,NY,13039,0,350,0,0,0,"",2,0
426,Tampa 34221,Palmetto,FL,34221,325,0,0,260,0,"",2,0
427,Tampa North 34667,Hudson,FL,34667,325,0,0,260,0,"",2,0
428,Taunton 02718,East Taunton,MA,2718,0,380,0,0,0,"",2,0
430,Tidewater VA 23693,Yorktown,VA,23693,0,350,0,0,0,"",2,0
431,Tifton 31794,Tifton,GA,31794,280,0,0,370,0,"",2,0
433,Tulsa  OK 74107,Tulsa,OK,74107,730,830,450,0,0,"",2,0
434,Western Colorado 81416,Delta,CO,81416,0,1550,1400,0,875,"",2,0
435,Wichita (KS) 67219,Wichita,KS,67219,0,900,550,0,600,"",2,0
436,Wilmington 28429,Castle Hayne,NC,28429,360,465,0,0,0,"",2,0
437,"York Springs, PA 17372",York Springs,PA,17372,0,290,0,0,0,"",2,0
438,High Point (NC),High Point,NC,27263,350,0,0,0,0,mgr-HighPoint@iaai.com,2,0
439,Dream Rides,Dream Rides,IL,0,0,0,0,550,0,"",2,0
442,Electric Vehicle Auctions (IL),Electric Vehicle Auctions,IL,1111,525,375,0,575,0,"",2,0
443,Sayreville (NJ),Sayreville,NJ,8872,0,215,0,0,0,mgr-Sayreville@iaai.com,2,0
444,"St Cloud, 56367",RICE,MN,56367,0,770,0,0,0,"",2,0
445,Fort Wayne (IN) 46806,Fort Wayne,IN,46806,0,600,0,0,0,mgr-FortWayne@iaai.com,2,0
446,Indianapolis South (IN),Crothersville,IN,47229,0,560,0,0,0,mgr-IndianapolisSouth@iaai.com,2,0
447,"Sioux Falls Offsite, 57039",LENNOX,SD,57039,950,950,0,0,0,"",2,0
448,Sioux Falls 57039,Lennox,SD,57039,950,950,0,0,590,"",2,0
449,LENNOX SD (57039),LENNOX,SD,57039,950,950,0,0,0,"",2,0
450,Fort Worth North (TX) 76247,JUSTIN,TX,76247,700,0,0,550,0,"",2,0
451,"Minneapolis South, 55065",Minneapolis,MN,55065,900,750,0,0,0,mgr-MinneapolisSouth@iaai.com,2,0
452,MONTICELLO 12701,MONTICELLO,NY,12701,0,300,0,0,0,"",2,0
453,Bridgeport PA 19405,Bridgeport,PA,19405,0,275,0,675,0,Mgr-Bridgeport@iaai.com,2,0
456,Port Murray,"Port Murray,",NJ,7865,450,225,0,700,0,mgr-Port_Murray@iaai.com,2,0
457,"Austin North, 76527",Florence,TX,76527,800,0,0,600,0,mgr-AustinNorth@iaai.com,2,0
459,West Palm Beach (FL)33411,Jupiter,FL,33411,350,0,0,290,0,"",2,0
460,Kansas City 66111,Kansas City,KS,66111,0,650,600,0,400,"",2,0
461,Colorado Springs CO,Colorado Springs,CO,80925,1150,800,0,0,0,"",2,0
462,San Antonio 78211,San Antonio,TX,78211,750,0,320,550,0,"",2,0
463,San Antonio-South 78224,San Antonio,TX,78224,750,0,320,550,0,"",2,0
465,Houston-North (TX),Houston,TX,77032,650,0,0,500,0,Mgr-HoustonNorth@iaai.com,2,0
466,Houston North (TX),Houston North,TX,0,650,0,0,500,0,Mgr-HoustonNorth@iaai.com,2,0
467,Staten Island NY,Long Island,NY,11763,0,235,0,0,0,"",2,0
469,Omaha South,Greenwood,NE,68366,750,700,0,0,0,mgr-OmahaSouth@iaai.com,2,0
471,"CASPER, WY 82604",CASPER,WY,0,1200,1100,1000,0,1210,"",3,0
472,COLUMBIA SC 29053,GASTON,SC,0,305,550,800,0,850,"",3,0
473,CRASHEDTOYS ATLANTA 30344,EAST POINT,GA,0,350,850,850,375,800,"",3,0
411,Long Island (NY),Medford,NY,11763,0,270,0,0,700,"",2,0
470,Long Island (NY),Long Island,NY,11763,0,270,0,0,0,"",2,0
474,"CRASHEDTOYS EAST BETHEL, MN 55011",EAST BETHEL,MN,0,1150,680,1300,0,545,"",3,0
475,"DALLAS, TX 75051",GRAND PRAIRIE,TX,0,0,0,315,0,0,"",3,0
476,"DENVER SOUTH, CO 80125",LITTLETON,CO,0,0,750,775,0,800,"",3,0
477,DENVER/Brighton 80603,BRIGHTON,CO,0,0,775,775,0,800,"",3,0
478,HAMMOND 46320,HAMMOND,IN,0,0,500,0,0,375,"",3,0
468,Portland South OR,Portland South,OR,97071,0,1400,0,0,0,"",2,650
421,Spokane 99224,Spokane Valley,WA,99216,0,1600,0,0,1350,"",2,825
429,Templeton,Templeton,MA,1468,0,350,0,0,0,"",2,0
440,Anaheim Consolidated,Anaheim,CA,92806,1275,1275,0,1200,0,mgr-California@iaai.com,2,225
441,High Desert 92345,Hesperia,CA,92345,0,1550,0,1550,0,"",2,275
408,Phoenix AZ,Phoenix,AZ,85041,1300,0,0,1250,0,"",2,335
412,San Diego 92154,San Diego,CA,92154,1400,1450,0,1250,0,"",2,250
454,Santa Clarita 91387,Santa Clarita,CA,91387,1650,1550,0,1350,0,"",2,250
415,Seattle 98108,Puyallup,WA,98374,1650,1600,0,1650,1150,"",2,750
458,Stockton CA,Stockton CA,CA,95205,1600,1600,0,0,0,"",2,395
432,Tucson 85714,Tucson,AZ,85714,950,1100,750,0,0,"",2,390
479,HAYWARD 94545,HAYWARD,CA,0,0,1600,1000,1420,1400,"",3,0
480,HONOLULU (KAILUA-KONA) 96707,KAILUA-KONA,0,0,4200,5200,3600,5800,5000,"",3,0
481,HONOLULU (KAPOLEI) 96707,KAPOLEI,HI,0,4500,5200,3800,6000,4300,"",3,0
482,HONOLULU (MAUI) 96707,MAUI,0,0,4500,5200,3900,5900,4600,"",3,0
483,FAYETTEVILLE 72753,PRAIRIE GROVE,AR,0,800,950,515,0,0,jordan.nase@copart.com,3,0
484,ANTELOPE 95843,ANTELOPE,CA,0,0,0,1000,1550,0,michael.sprifke@copart.com,3,0
485,FRESNO 93725,FRESNO,CA,0,1600,1600,1000,1350,1400,ana.deleon@copart.com,3,0
486,HAYWARD - DESERT VIEW,HAYWARD,CA,0,0,1600,1000,1420,1400,allie.palmer@copart.com,3,0
487,"CRASHEDTOYS SACRAMENTO, CA 95828",SACRAMENTO,CA,0,1600,1600,1000,1400,1400,anthony.jones@copart.com,3,0
488,HARTFORD 06051,NEW BRITAIN,CT,6051,800,280,0,0,0,jim.costello@copart.com,3,0
489,CO - Denver South,LITTLETON,CO,0,1150,800,775,0,700,eric.schleeter@copart.com,3,0
490,"DENVER CENTRAL, CO 80229",DENVER,CO,0,0,750,775,0,0,eric.schleeter@copart.com,3,0
491,ATLANTA EAST 30052,LOGANVILLE,GA,0,315,0,0,375,0,tiffany.todd@copart.com,3,0
492,ATLANTA NORTH 30507,GAINESVILLE,GA,0,340,0,0,375,0,eric.smart@copart.com,3,0
493,ATLANTA SOUTH 30294,ELLENWOOD,GA,0,315,0,0,375,0,sara.germani@copart.com,3,0
494,CARTERSVILLE 30120,CARTERSVILLE,GA,0,375,850,850,450,800,ryan.olenick@copart.com,3,0
495,HONOLULU ( LIHUE) 96707,LIHUE,0,0,4550,5550,3950,5700,5350,apolonia.duclayan@copart.com,3,0
496,BOISE 83651,NAMPA,ID,0,1800,1400,800,0,800,alyssa.guerrero@copart.com,3,0
497,CHICAGO SOUTH 60411,CHICAGO HEIGHTS,IL,0,850,550,900,0,325,miguel.ayala@copart.com,3,0
498,"CICERO, IN 46034",Cicero,IN,0,0,500,0,0,220,britney.parker@copart.com,3,0
499,FORT WAYNE 46803,FORT WAYNE,IN,0,850,600,0,0,375,allison.terhune@copart.com,3,0
500,BATON ROUGE 70739,GREENWELL SPRINGS,LA,0,500,900,400,610,850,christopher.pourciau@copart.com,3,0
501,BALTIMORE 21048,FINKSBURG,MD,0,0,340,0,0,0,kali.oneal@copart.com,3,0
502,DETROIT 48183,WOODHAVEN,MI,0,0,650,0,0,575,logan.kilbride@copart.com,3,0
503,FLINT 48423,Davison,MI,0,800,550,1000,0,575,jonathan.kingen@copart.com,3,0
504,CRASHEDTOYS MINNEAPOLIS 55434,BLAINE,MN,0,1200,700,1300,0,575,kari.bicha@copart.com,3,0
505,HELENA 59601,HELENA,MT,0,0,1400,1400,0,1200,kaitlyn.monroe@copart.com,3,0
506,CANDIA NH 03034,Candia,NH,3034,900,435,1400,0,900,wendy.szymczycha@copart.com,3,0
507,GLASSBORO WEST 08028,GLASSBORO,NJ,8028,0,250,0,0,0,michelle.marynowicz@copart.com,3,0
508,ALBUQUERQUE 87105,ALBUQUERQU E,NM,0,0,0,600,0,0,vicki.garcia@copart.com,3,0
509,ALBANY 12205,ALBANY,NY,0,0,310,0,0,0,brian.constantino@copart.com,3,0
510,"BUFFALO, NY 14006",ANGOLA,NY,0,0,525,0,0,550,tim.bennett@copart.com,3,0
511,CONCORD NC (28025 ),CONCORD,NC,0,415,500,900,0,850,hilda.rebollar@copart.com,3,0
512,CLEVELAND EAST 44067,NORTHFIELD,OH,0,750,490,1000,0,500,caleb.kellogg@copart.com,3,0
513,COLUMBUS 43207,COLUMBUS,OH,0,750,450,900,0,390,chris.brown@copart.com,3,0
514,"DAYTON, OH 45439",Moraine,OH,0,750,450,0,0,450,benjamin.hardin@copart.com,3,0
515,EUGENE 97402,EUGENE,OR,0,1800,1600,1200,1600,1400,tyler.dschaak@copart.com,3,0
516,ALTOONA 15931,EBENSBURG,PA,0,0,435,1300,0,0,anita.eckenrode@copart.com,3,0
517,HARRISBURG 17028,GRANTVILLE,PA,0,800,310,0,0,0,alex.ciambrone@copart.com,3,0
518,"EXETER, RI 02822",EXETER,RI,2822,0,435,0,0,800,joshua.gaudette@copart.com,3,0
519,COLUMBIA MO 65201,COLUMBIA,MO,0,700,750,750,0,600,terra.russell@copart.com,3,0
520,"ANDREWS, TX 79714",ANDREWS,TX,0,0,0,515,550,0,james.smith5@copart.com,3,0
521,"AUSTIN, TX 78130",NEW BRAUNFELS,TX,0,800,0,0,525,0,stefanie.loera@copart.com,3,0
522,"CORPUS CHRISTI, TX 78405",CORPUS CHRISTI,TX,0,800,1250,330,0,1000,bob.ocanas@copart.com,3,0
523,DALLAS SOUTH 75172,WILMER,TX,0,0,0,315,550,0,george.bailey@copart.com,3,0
524,"EL PASO, TX 79821",Anthony,TX,0,0,0,515,625,0,ignacio.elizondo@copart.com,3,0
525,"FT. WORTH, TX 76052",HASLET,TX,0,0,0,330,550,0,jeremy.hensley@copart.com,3,0
526,HOUSTON 77073,HOUSTON,TX,0,0,0,130,500,0,jesse.perez@copart.com,3,0
527,FREDERICKSBURG (VA) 22408,FREDERICKSB URG,VA,0,0,490,0,0,0,frederick.stephenson@copart.com,3,0
528,"HAMPTON,VA 23666",HAMPTON,VA,0,0,380,0,600,700,ryan.alequin@copart.com,3,0
529,GRAHAM 98338,GRAHAM,WA,0,2000,1650,1500,1800,1250,robert.foehl@copart.com,3,0
530,"APPLETON, WI 54914",APPLETON,WI,0,0,0,1200,0,525,nana.oseibempong@copart.com,3,0
531,DOTHAN 36352,NEWTON,AL,0,415,0,0,560,0,crystal.watson@copart.com,3,0
532,IA - CRASHEDTOYS ELDRIDGE,ELDRIDGE,IA,0,0,650,0,0,650,"",3,0
533,JACKSONVILLE EAST 32209,JACKSONVILLE,FL,0,285,0,0,250,0,"",3,0
534,JACKSONVILLE WEST 32220,JACKSONVILLE,FL,0,285,0,0,250,0,"",3,0
535,MADISON 53718,MADISON,WI,0,0,800,0,0,475,"",3,0
536,MILWAUKEE 53110,CUDAHY,WI,0,0,725,0,0,425,"",3,0
537,MINNEAPOLIS 55421,BLAINE,Minnes ota,0,0,750,0,0,550,"",3,0
538,ORLANDO (FL) 32822,ORLANDO,FL,0,295,0,0,250,0,"",3,0
539,PITTSBURGH EAST (PA) 15611,ADAMSBURG,PA,0,0,450,0,0,500,"",3,0
540,"ABILENE, TX 79601",ABILENE,TX,0,800,0,0,800,0,danielle.stewart@copart.com,3,0
541,PUNTA GORDA (FL) 33982,PUNTA GORDA,FL,0,350,0,0,270,0,"",3,0
542,SACRAMENTO (CA) 95828,SACRAMENTO,CA,0,1600,1600,1150,1350,1400,"",3,0
543,SALT LAKE CITY (UT) 84054,NORTH SALT LAKE,UT,0,1800,1400,1200,1200,800,"",3,0
544,PHOENIX (AZ) 85043,PHOENIX,AZ,0,0,0,850,1000,0,eduardo.quevedo@copart.com,3,0
545,LONG BEACH (CA) 90744,WILMINGTON,CA,0,1500,1600,0,1200,0,robert.zepeda@copart.com,3,0
546,LOS ANGELES 90001,LOS ANGELES,CA,0,0,1200,0,1150,0,jaime.valdivia@copart.com,3,0
547,MARTINEZ 94553,MARTINEZ,CA,0,0,1450,0,1350,0,kelly.steele@copart.com,3,0
548,RANCHO CUCAMONGA (CA) 91739,RANCHO CUCAMONGA,CA,0,0,1350,1300,1150,0,jesus.vaca@copart.com,3,0
549,REDDING (CA) 96007,ANDERSON,CA,0,0,0,0,1500,0,juan.ramirez@copart.com,3,0
550,SAN BERNARDINO (CA) 92324,COLTON,CA,0,0,1450,1000,1350,0,lawrence.chen@copart.com,3,0
551,SAN JOSE (CA) 95046,SAN MARTIN,CA,0,0,1450,1000,1450,0,mary.volz@copart.com,3,0
552,JACKSONVILLE NORTH 32218,JACKSONVILLE,FL,0,285,0,0,250,0,robert.meacham@copart.com,3,0
553,MIAMI CENTRAL 33167,MIAMI,FL,0,325,800,0,120,0,julio.feliz@copart.com,3,0
554,MIAMI SOUTH 33032,HOMESTEAD,FL,0,325,800,0,135,0,michael.santos@copart.com,3,0
555,OCALA 34482,OCALA,FL,0,300,0,0,250,0,ryan.zbikowski@copart.com,3,0
556,ORLANDO NORTH (FL),APOPKA,FL,0,310,900,900,250,0,mohammed.albalawi@copart.com,3,0
557,MACON (GA) 31008,BYRON,GA,0,320,850,0,375,0,brandy.allen@copart.com,3,0
558,PEORIA (IL) 61554,PEKIN,IL,0,0,625,0,0,300,marcus.shipe@copart.com,3,0
559,INDIANAPOLIS 46254,INDIANAPOLIS,IN,0,0,500,0,0,380,patrick.harrison@copart.com,3,0
560,KANSAS CITY 66111,KANSAS CITY,KS,0,0,625,605,0,550,erin.pinzon@copart.com,3,0
561,LEXINGTON EAST 40509,LEXINGTON,KY,0,535,500,0,0,475,james.morgan@copart.com,3,0
562,LEXINGTON WEST 40342,LAWRENCEBU RG,KY,0,535,500,0,0,475,joyce.middleton@copart.com,3,0
563,NEW ORLEANS 70129,NEW ORLEANS,LA,0,475,0,350,500,0,adam.kennedy@copart.com,3,0
564,LYMAN 04002,LYMAN,ME,4002,0,450,0,0,950,sean.kenney@copart.com,3,0
565,NORTH BOSTON 01862,NORTH BILLERICA,MA,1862,0,370,0,0,0,patrick.serra@copart.com,3,0
566,KINCHELOE (MI) 49788,KINCHELOE,MI,0,1200,1000,1400,0,650,jonathan.kingen@copart.com,3,0
567,LANSING 48917,LANSING,MI,0,800,575,1000,0,575,juan.pena1@copart.com,3,0
568,LINCOLN 68366,GREENWOOD,NE,0,1000,700,775,0,665,glenn.shipman@copart.com,3,0
569,LAS VEGAS 89115,LAS VEGAS,NV,0,0,1250,1150,1100,0,luke.johnson@copart.com,3,0
570,RENO (NV) 89506,RENO,NV,0,0,1600,1100,1350,0,jeremy.stratton@copart.com,3,0
571,NEWBURGH/Marlbo ro 12542,MARLBORO,NY,0,0,255,0,0,0,mike.cassata@copart.com,3,0
572,ROCHESTER (NY) 14482,LEROY,NY,0,0,400,0,0,0,scott.mccumiskey@copart.com,3,0
573,"LUMBERTON, NC 28360",LUMBERTON,NC,0,400,450,0,0,0,lindsay.coats@copart.com,3,0
574,"MOCKSVILLE, NC 27028",MOCKSVILLE,NC,0,370,450,0,0,0,seth.arey@copart.com,3,0
575,RALEIGH (NC) 28334,DUNN,NC,0,315,430,0,0,0,anthony.morris3@copart.com,3,0
576,PORTLAND NORTH (OR) 97218,PORTLAND,OR,0,0,1350,1200,0,0,carrie.preisinger@copart.com,3,0
577,PORTLAND SOUTH (OR) 97071,WOODBURN,OR,0,0,1350,1200,0,0,andrew.stolzman@copart.com,3,0
